"Sample","Latitude_WGS84","Longitude_WGS84","ClusterNum","FaunalCluster","SurveyName","Year"
"HSWON13 212a 50764",52.90748,1.694082,6,"D2c","Outer Wash SAC (Haisborough Sandbank West)",2011
"HSWON14 211a 50765",52.90708,1.694463,6,"D2c","Outer Wash SAC (Haisborough Sandbank West)",2011
"HSWON15 218a 50766",52.90849,1.691349,6,"D2c","Outer Wash SAC (Haisborough Sandbank West)",2011
"HTB01 235a 50767",52.93027,1.832099,6,"D2c","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB02 233a 50768",52.93041,1.833985,6,"D2c","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB03 227a 50769",52.92883,1.83227,6,"D2c","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB04 231a 50770",52.92908,1.835069,4,"C1a","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB05 230a 50771",52.92999,1.835009,6,"D2c","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB06 240a 50772",52.93203,1.832561,4,"C1a","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB07 236a 50773",52.93116,1.832024,2,"D2a","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB08 229a 50774",52.92923,1.834093,6,"D2c","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB09 232a 50775",52.92998,1.834989,2,"D2a","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB10 241a 50776",52.93188,1.832954,6,"D2c","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB11 237a 50777",52.9311,1.833316,6,"D2c","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB12 234a 50778",52.92993,1.833038,2,"D2a","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB13 239a 50779",52.93234,1.833487,2,"D2a","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB14 238a 50780",52.93182,1.834256,6,"D2c","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTB15 228a 50781",52.92892,1.833116,6,"D2c","Outer Wash SAC (Haisborough Tail Bight)",2011
"HTD01 255a 50782",52.93986,1.852987,1,"A2a","Outer Wash SAC (Haisborough Tail Deep)",2011
"HTD02 250a 50783",52.93829,1.850523,4,"C1a","Outer Wash SAC (Haisborough Tail Deep)",2011
"HTD03 257a 50784",52.94122,1.852286,1,"A2a","Outer Wash SAC (Haisborough Tail Deep)",2011
"HTD04 244a 50785",52.93973,1.851287,1,"A2a","Outer Wash SAC (Haisborough Tail Deep)",2011
"HTD05 249a 50786",52.93829,1.850523,2,"D2a","Outer Wash SAC (Haisborough Tail Deep)",2011
"HTD06 247a 50787",52.9393,1.850375,1,"A2a","Outer Wash SAC (Haisborough Tail Deep)",2011
"HTD07 253a 50788",52.94046,1.850163,1,"A2a","Outer Wash SAC (Haisborough Tail Deep)",2011
"HUM REA_REA-01a",53.71064,0.349374,11,"A1","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-02a",53.763325,0.3933312,8,"A2b","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-03a",53.662401,0.3338878,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-04a",53.686026,0.401994,2,"D2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-05a",53.706941,0.478432,11,"A1","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-07a",53.554846,0.3324649,8,"A2b","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-08a",53.633654,0.2256629,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-09a",53.633996,0.3390716,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-10a",53.666644,0.5680494,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-11a",53.626113,0.4406775,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-12a",53.580888,0.4284625,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-13a",53.630843,0.518119,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-14a",53.556179,0.4641307,8,"A2b","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-15a",53.597913,0.5129634,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-16a",53.539225,0.394017,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-17a",53.712795,0.6368491,2,"D2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-18a",53.636092,0.7516275,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-19a",53.510428,0.731585,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-20a",53.515158,0.4743296,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-21a",53.480994,0.4958194,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-22a",53.474602,0.3593108,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-23a",53.50176,0.4242374,1,"A2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-24a",53.427336,0.3348063,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-25a",53.437491,0.3876777,2,"D2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-26a",53.429736,0.4289021,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-27a",53.441192,0.4968367,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-28a",53.432957,0.5389744,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-29a",53.426058,0.5884231,1,"A2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-30a",53.423241,0.626375,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-30b",53.424231,0.6248626,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-31a",53.38697,0.431598,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-32a",53.401744,0.4630234,1,"A2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-33a",53.388086,0.5262585,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-34a",53.368873,0.4270783,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-35a",53.367221,0.4983721,1,"A2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-36a",53.345419,0.4734289,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-37a",53.340371,0.5373269,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-38a",53.319591,0.4678449,2,"D2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-39a",53.32328,0.5447975,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-40a",53.333027,0.5565944,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-41a",53.298408,0.4399393,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-42a",53.302829,0.54085,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-43a",53.262888,0.501357,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-44a",53.266637,0.5515849,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-45a",53.291617,0.7234447,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-46a",53.215219,0.5517917,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-47a",53.185453,0.5073966,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-48a",53.254237,0.7479582,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-49a",53.203517,0.684907,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-50a",53.147833,0.5817967,1,"A2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-51a",53.154156,0.6573804,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-52a",53.15355,0.7363431,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-53a",53.358367,0.9266358,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-54a",53.339115,1.0133398,2,"D2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-55a",53.431292,0.7881888,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-56a",53.301296,1.0169046,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-57a",53.319565,1.1341913,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-58a",53.45196,1.0612324,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-59a",53.416571,1.0934221,2,"D2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-60a",53.402633,1.0954891,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-61a",53.385464,1.1550192,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-62a",53.408129,1.2599784,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-63a",53.437682,1.2072497,2,"D2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-64a",53.459937,1.2705826,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-65a",53.374841,1.3022851,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-66a",53.483843,1.1428294,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-67a",53.462128,0.5309808,4,"C1a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-68a",53.524828,1.112908,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-69a",53.511776,1.1773682,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-70a",53.551163,1.2538385,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-71a",53.545346,1.1524115,2,"D2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-72a",53.577235,1.0724784,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-73a",53.578605,1.1461834,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-74a",53.648441,1.0756073,2,"D2a","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-75a",53.601328,1.0403175,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM REA_REA-76a",53.487835,0.9194456,6,"D2c","Humber Marine Aggregate Regional Environmental Assessment (HUM  MAREA)",2011
"HUM_REC_001 A",53.8299469,0.139110248,8,"A2b","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_002 A",53.82227013,0.312512945,3,"B1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_003 A",53.81264196,0.512695475,5,"C1b","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_004 A",53.78700961,0.783215083,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_005 A",53.79639486,1.21376305,9,"D2d","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_006 A",53.81395378,1.43773447,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_007 A",53.87513565,1.618198832,9,"D2d","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_008 A",53.90311196,1.766627615,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_009 A",53.90484675,2.097065463,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_010 A",53.90859064,2.31234762,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_011 A",53.77605296,0.231364685,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_012 A",53.71153336,0.166430265,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_013 A",53.67222196,0.214746451,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_014 A",53.66399976,0.320639151,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_015 A",53.68505324,0.435723212,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_016 A",53.68014393,0.63326375,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_017 A",53.6760656,0.786078681,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_018 A",53.74539438,0.82921746,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_019 A",53.67281648,0.909305278,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_020 A",53.66352414,1.223740392,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_021 A",53.68829694,1.384257852,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_022 A",53.74903964,1.640522811,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_023 A",53.77820098,1.812082254,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_024 A",53.78514626,2.042210486,9,"D2d","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_025 A",53.79378689,2.3510803,12,"D1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_026 A",53.8499262,2.582585246,9,"D2d","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_027 A",53.79941919,2.571790773,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_028 A",53.57839555,0.248275033,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_029 A",53.56921506,0.319294528,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_030 A",53.57987696,0.59103488,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_031 A",53.57874399,0.725173054,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_032 A",53.42170539,0.467513296,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_033 A",53.38995082,0.629260903,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_034 A",53.37355658,0.711749627,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_035 A",53.44247099,0.84894248,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_036 A",53.33656337,0.396203753,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_037 A",53.28774928,0.601492793,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_038 A",53.34466503,0.856013883,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_039 A",53.30345374,1.061164485,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_040 A",53.36661058,1.255182583,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_041 A",53.42084864,1.430850855,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_042 A",53.44524118,1.531443024,5,"C1b","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_043 A",53.48593579,1.700002998,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_044 A",53.52841828,1.866516996,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_045 A",53.56040744,2.015474952,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_046 A",53.59654247,2.172034408,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_047 A",53.6204427,2.42299668,9,"D2d","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_048 A",53.63444206,2.576437626,9,"D2d","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_049 A",53.55389983,2.574627209,9,"D2d","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_050 A",53.20310723,0.502199797,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_051 A",53.17698165,0.571745068,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_052 A",53.14312491,0.525325798,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_053 A",53.12956933,0.559944186,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_054 A",53.09212577,0.473703563,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_055 A",53.06407724,0.542633268,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_056 A",53.2284543,0.854358818,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_057 A",53.09661367,0.985668498,8,"A2b","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_058 A",53.17919666,1.059805434,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_059 A",53.18629,1.247007313,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_060 A",53.2275291,1.3922785,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_061 A",53.27347396,1.570345361,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_062 A",53.31058681,1.718114336,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_063 A",53.34428165,1.918704693,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_064 A",53.41015256,2.079502084,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_065 A",53.41864196,2.332943581,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_066 A",53.44489076,2.468440739,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_068 A",53.6825719,0.532198069,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_069 A",53.40515394,1.671752897,5,"C1b","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_070 A",53.54319032,1.393641505,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_071 A",53.67182274,2.304717373,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_072 A",53.6024256,1.790216797,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_073 A",53.44937024,0.644688989,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_074 A",53.49313868,0.646462696,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_075 A",53.49219166,0.653915927,5,"C1b","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_076 A",53.49202807,0.68840245,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_077 A",53.47679773,0.645016715,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_078 A",53.50267481,0.655257935,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_079 A",53.4911954,0.662668977,5,"C1b","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_080 A",53.50026865,0.675409669,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_081 A",53.49268358,0.678956421,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_082 A",53.50042308,0.696626752,5,"C1b","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_083 A",53.50542207,0.655729102,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_084 A",53.63579887,1.5466268,12,"D1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_085 A",53.62191108,1.557801855,12,"D1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_086 A",53.64549853,1.546686761,12,"D1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_087 A",53.62768225,1.564872448,12,"D1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_088 A",53.63948669,1.559626347,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_089 A",53.19894037,0.806809427,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_090 A",53.22973017,0.743904366,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_091 A",53.55662116,0.549864421,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_093 A",53.77712786,1.522945618,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_094 A",53.7350865,1.121592603,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_095 A",53.62198365,0.811102224,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_096 A",53.25406692,1.141862957,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_097 A",53.47549672,0.4134883,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_098 A",53.52926286,0.424314348,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_099 A",53.75442464,0.565594758,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_100 A",53.60512934,1.30640302,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_101 A",53.76939177,1.727510184,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_102 A",53.75986288,2.427620588,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_103 A",53.69680042,2.570394924,9,"D2d","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_104 A",53.54827133,2.266646619,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_105 A",53.703905,1.959765311,9,"D2d","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_106 A",53.55008256,1.972003638,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_107 A",53.40763597,1.58326582,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_108 A",53.52625789,1.264710528,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_109 A",53.28350957,1.332317807,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_110 A",53.613989,0.973728702,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_111 A",53.49567173,0.546300378,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_113 A",53.66755249,1.092141954,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_114 A",53.86641355,2.184946178,9,"D2d","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_115 A",53.74371218,2.138875913,9,"D2d","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_116 A",53.48555615,2.183079617,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_118 A",53.42295032,1.798482234,5,"C1b","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_119 A",53.71155898,1.481755221,9,"D2d","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_120 A",53.55043208,1.59963894,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_121 A",53.35561736,1.471341875,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_122 A",53.71860158,1.029090899,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_123 A",53.79963955,0.928550585,2,"D2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_124 A",53.30527658,0.904732909,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_125 A",53.37664252,0.951283005,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_126 A",53.41053062,0.525831969,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_127 A",53.34859107,0.541110032,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_128 A",53.69252635,0.306368411,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_129 A",53.76448448,0.364402991,8,"A2b","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_131 A",53.64658084,0.469812851,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_132 A",53.3148204,0.491834826,1,"A2a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_133 A",53.28012167,0.406151339,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_134 A",53.22653163,0.66275738,4,"C1a","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_135 A",53.29604063,0.786388868,6,"D2c","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_136 A",53.53452167,0.82573126,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
"HUM_REC_137 A",53.54300556,1.051676979,11,"A1","Humber Regional Environmental Characterisation (HUM REC)",2009
